Month	Day	Year	T_avg	T_max	T_min	RH_avg	RH_max	RH_min	Precip	SVP	AVP	VPD
1	19	1997	8.6	12.8	5.6	43	56	24	0	1.117	0.480	0.637
1	20	1997	1.6	6.1	0	95	100	47	26.92	0.686	0.651	0.034
1	21	1997	2.4	3.9	0	100	100	100	33.53	0.726	0.726	0.000
1	22	1997	3.5	5	0	100	100	100	120.7	0.785	0.785	0.000
1	23	1997	4.3	5.6	3.3	100	100	100	8.38	0.831	0.831	0.000
1	24	1997	4.1	6.1	2.2	100	100	100	17.02	0.819	0.819	0.000
1	25	1997	6.4	7.2	4.4	100	100	100	93.22	0.961	0.961	0.000
1	26	1997	6.4	6.7	6.1	100	100	100	46.99	0.961	0.961	0.000
1	27	1997	6.2	7.2	4.4	100	100	100	2.29	0.948	0.948	0.000
1	28	1997	8.1	12.8	5	89	100	67	7.62	1.080	0.961	0.119
1	29	1997	10.8	18.9	7.2	57	89	40	0	1.295	0.738	0.557
1	30	1997	10.9	16.1	7.8	61	73	52	0	1.304	0.795	0.509
1	31	1997	9.2	13.3	7.2	74	100	59	0.25	1.164	0.861	0.303
2	1	1997	6.5	10.6	4.4	99	100	87	1.27	0.968	0.958	0.010
2	2	1997	5.8	11.1	2.2	91	100	68	0	0.922	0.839	0.083
2	3	1997	5.1	10	3.3	82	100	50	0	0.878	0.720	0.158
2	4	1997	3.1	5	2.2	99	100	86	2.79	0.763	0.756	0.008
2	5	1997	7	13.3	2.8	52	76	29	0	1.002	0.521	0.481
2	6	1997	5.9	10	3.3	49	100	12	0	0.929	0.455	0.474
2	7	1997	3.8	6.7	1.1	84	100	61	1.52	0.802	0.674	0.128
2	8	1997	5.2	12.8	0.6	74	100	50	0	0.885	0.655	0.230
2	9	1997	5.2	8.3	2.8	84	100	69	0	0.885	0.743	0.142
2	10	1997	8.6	13.3	5.6	53	76	34	0	1.117	0.592	0.525
2	11	1997	8.6	13.3	5	56	100	36	0	1.117	0.626	0.492
2	12	1997	5.8	10	2.2	75	100	37	0	0.922	0.692	0.231
2	13	1997	10.7	20	1.7	30	40	18	0	1.287	0.386	0.901
2	14	1997	15	23.3	9.4	31	45	14	0	1.705	0.529	1.177
2	15	1997	15.8	22.2	12.2	25	51	15	0	1.795	0.449	1.346
2	16	1997	12.1	15	9.4	38	56	31	0	1.412	0.536	0.875
2	17	1997	5.8	10.6	3.3	87	100	52	8.13	0.922	0.802	0.120
2	18	1997	10	16.1	5	47	67	26	0	1.228	0.577	0.651
2	19	1997	5.4	8.3	3.3	83	100	43	1.52	0.897	0.744	0.152
2	20	1997	7.1	14.4	2.8	50	80	24	0	1.009	0.504	0.504
2	21	1997	7.8	12.2	5	49	80	24	0	1.058	0.519	0.540
2	22	1997	7.7	16.1	3.9	46	73	25	0	1.051	0.483	0.568
2	23	1997	5.2	8.9	2.2	31	41	22	0	0.885	0.274	0.610
2	24	1997	6.7	11.7	2.2	23	28	15	0	0.981	0.226	0.756
2	25	1997	11.1	20.6	5.6	26	39	14	0	1.321	0.344	0.978
2	26	1997	9.5	15	5	59	98	43	0	1.187	0.701	0.487
2	27	1997	4.1	7.2	1.7	82	100	56	0.76	0.819	0.672	0.147
2	28	1997	5.3	11.7	0	39	54	23	0	0.891	0.347	0.543
3	1	1997	5.6	9.4	2.2	54	100	28	0.51	0.910	0.491	0.418
3	2	1997	2.2	6.1	0	94	100	69	8.89	0.716	0.673	0.043
3	3	1997	1.1	5.6	-1.1	88	100	62	0	0.661	0.582	0.079
3	4	1997	5.5	12.8	-0.6	46	59	24	0	0.903	0.415	0.488
3	5	1997	7.6	12.2	3.3	53	71	39	0	1.044	0.553	0.491
3	6	1997	9	14.4	5	56	73	39	0.25	1.148	0.643	0.505
3	7	1997	10.4	15	6.7	53	68	39	0	1.261	0.668	0.593
3	8	1997	12	17.2	7.2	50	66	34	0	1.403	0.701	0.701
3	9	1997	14.9	18.9	10.6	39	52	28	0	1.694	0.661	1.034
3	10	1997	16.2	22.2	12.8	33	45	25	0	1.842	0.608	1.234
3	11	1997	12.4	16.7	7.8	47	81	30	0	1.440	0.677	0.763
3	12	1997	9.3	14.4	6.7	50	67	8	0	1.172	0.586	0.586
3	13	1997	10.9	15	5.6	25	33	10	0	1.304	0.326	0.978
3	14	1997	13.3	17.2	8.9	39	55	21	0	1.527	0.596	0.932
3	15	1997	11.2	15.6	8.9	61	79	48	0	1.330	0.811	0.519
3	16	1997	4.8	8.9	2.2	95	100	75	38.1	0.860	0.817	0.043
3	17	1997	8.3	13.9	4.4	96	100	79	1.52	1.095	1.051	0.044
3	18	1997	13.6	19.4	7.8	57	85	45	0	1.558	0.888	0.670
3	19	1997	15.9	21.1	12.8	30	44	22	0	1.807	0.542	1.265
3	20	1997	15.9	21.7	12.8	48	75	27	0	1.807	0.867	0.939
3	21	1997	15.1	21.1	12.8	65	87	39	0	1.716	1.116	0.601
3	22	1997	14.8	18.3	11.7	66	89	38	0	1.684	1.111	0.572
3	23	1997	15.6	18.9	12.2	60	90	41	0	1.772	1.063	0.709
3	24	1997	16.3	22.2	11.7	34	45	24	0	1.853	0.630	1.223
3	25	1997	16.9	23.3	12.8	36	59	22	0	1.925	0.693	1.232
3	26	1997	15.1	20	10.6	54	66	40	0	1.716	0.927	0.790
3	27	1997	10.9	16.1	7.8	58	83	36	0	1.304	0.756	0.548
3	28	1997	12	17.8	7.2	37	63	15	0	1.403	0.519	0.884
3	29	1997	12.6	18.3	8.3	31	54	17	0	1.459	0.452	1.007
3	30	1997	8.3	12.2	0.6	66	100	33	3.81	1.095	0.723	0.372
3	31	1997	3.3	8.9	-0.6	71	100	34	0.51	0.774	0.550	0.224
4	1	1997	4.8	8.3	1.7	33	45	24	0	0.860	0.284	0.576
4	2	1997	7.5	13.9	1.1	27	42	14	0	1.037	0.280	0.757
4	3	1997	14.2	21.7	6.1	25	37	16	0	1.619	0.405	1.215
4	4	1997	11.3	15.6	6.1	22	36	14	0	1.339	0.295	1.045
4	5	1997	10.1	15.6	6.1	23	33	10	0	1.236	0.284	0.952
4	6	1997	7.9	13.3	5	39	64	26	0	1.065	0.416	0.650
4	7	1997	9.2	13.9	5	57	68	46	0	1.164	0.663	0.500
4	8	1997	7.3	13.3	2.8	61	82	40	0	1.023	0.624	0.399
4	9	1997	8	13.3	2.2	46	68	35	0	1.073	0.493	0.579
4	10	1997	9	15	5	44	55	27	0	1.148	0.505	0.643
4	11	1997	9.8	16.1	4.4	36	52	21	0	1.212	0.436	0.775
4	12	1997	10.4	15.6	6.1	38	55	26	0	1.261	0.479	0.782
4	13	1997	11.3	15	6.7	62	78	50	0	1.339	0.830	0.509
4	14	1997	13.8	20	8.3	60	82	42	0	1.578	0.947	0.631
4	15	1997	16.9	22.8	12.2	46	61	36	0	1.925	0.886	1.040
4	16	1997	13.1	14.4	12.8	62	63	59	0	1.508	0.935	0.573
4	17	1997	16.6	20	12.2	38	61	23	0	1.889	0.718	1.171
4	18	1997	10.2	12.8	8.9	82	100	57	50.04	1.245	1.021	0.224
4	19	1997	9.6	10.6	8.3	93	100	69	11.43	1.195	1.112	0.084
4	20	1997	11.2	14.4	8.9	96	100	81	0	1.330	1.277	0.053
4	21	1997	11.3	14.4	10	96	100	76	0.51	1.339	1.286	0.054
4	22	1997	11.6	17.2	8.3	87	100	62	9.4	1.366	1.188	0.178
4	23	1997	7.2	8.9	5	90	100	36	0.25	1.016	0.914	0.102
4	24	1997	12.7	17.8	5	39	54	29	0.51	1.469	0.573	0.896
4	25	1997	19.2	26.1	10.6	25	36	15	0	2.225	0.556	1.669
4	26	1997	17.4	22.8	13.9	35	52	22	0	1.987	0.696	1.292
4	27	1997	13.4	16.7	10	62	73	49	0	1.537	0.953	0.584
4	28	1997	9.2	13.3	7.2	79	99	60	0.76	1.164	0.919	0.244
4	29	1997	10.4	15	6.7	57	84	42	0	1.261	0.719	0.542
4	30	1997	11.1	14.4	8.3	55	64	47	0	1.321	0.727	0.595
5	1	1997	10.2	16.1	4.4	50	84	31	0	1.245	0.622	0.622
5	2	1997	12	17.2	7.2	40	56	19	0	1.403	0.561	0.842
5	3	1997	13.7	19.4	10	44	63	35	0	1.568	0.690	0.878
5	4	1997	15.7	21.7	11.1	36	62	20	0	1.784	0.642	1.142
5	5	1997	15.9	20.6	11.1	32	44	25	0	1.807	0.578	1.229
5	6	1997	16.6	21.1	11.1	36	45	26	0	1.889	0.680	1.209
5	7	1997	18.9	23.9	14.4	32	45	25	0	2.184	0.699	1.485
5	8	1997	19.5	23.9	15	39	45	29	0	2.267	0.884	1.383
5	9	1997	20.8	25	16.1	34	44	22	0	2.457	0.835	1.621
5	10	1997	21.7	26.1	17.2	34	41	28	0	2.596	0.883	1.713
5	11	1997	23.4	28.9	18.9	29	40	23	0	2.878	0.835	2.043
5	12	1997	23.4	29.4	18.9	27	35	18	0	2.878	0.777	2.101
5	13	1997	21.4	26.1	17.2	31	44	21	0	2.549	0.790	1.759
5	14	1997	19.2	23.9	15	46	64	36	0	2.225	1.023	1.201
5	15	1997	18.8	23.9	13.3	48	66	34	0	2.170	1.042	1.128
5	16	1997	21.4	26.7	16.7	36	46	23	1.02	2.549	0.918	1.631
5	17	1997	23.3	27.8	18.3	31	41	21	0	2.861	0.887	1.974
5	18	1997	22.9	27.8	18.9	26	36	14	0	2.792	0.726	2.066
5	19	1997	23	27.2	18.9	26	36	20	0	2.809	0.730	2.079
5	20	1997	17.7	20.6	13.9	37	47	28	0	2.025	0.749	1.276
5	21	1997	16.5	22.2	12.2	31	44	22	0	1.877	0.582	1.295
5	22	1997	14.2	17.8	11.7	36	51	28	0	1.619	0.583	1.036
5	23	1997	10	13.3	7.2	84	98	55	30.99	1.228	1.031	0.196
5	24	1997	11.6	16.1	7.8	65	90	42	1.02	1.366	0.888	0.478
5	25	1997	13.5	18.3	8.3	51	73	33	0	1.547	0.789	0.758
5	26	1997	14.5	18.3	11.1	48	67	37	0	1.651	0.793	0.859
5	27	1997	17.6	23.3	11.1	59	83	45	0	2.013	1.187	0.825
5	28	1997	19.3	23.3	15.6	54	65	48	0	2.239	1.209	1.030
5	29	1997	20.2	25	16.1	55	66	44	0	2.367	1.302	1.065
5	30	1997	20.9	26.1	17.2	52	63	38	0	2.472	1.285	1.186
5	31	1997	17	23.3	12.8	60	82	39	0	1.938	1.163	0.775
6	1	1997	16.7	21.1	12.8	59	78	45	0	1.901	1.122	0.779
6	2	1997	17.6	23.3	13.9	52	62	37	0	2.013	1.047	0.966
6	3	1997	12	15	9.4	83	100	58	29.97	1.403	1.164	0.238
6	4	1997	11.3	15	9.4	86	100	61	4.57	1.339	1.152	0.187
6	5	1997	14.6	18.3	10	56	70	41	4.32	1.662	0.931	0.731
6	6	1997	19.6	23.9	13.3	39	50	30	0	2.281	0.890	1.391
6	7	1997	21	25	17.8	42	52	36	0	2.487	1.045	1.442
6	8	1997	20.2	24.4	17.2	49	55	43	0	2.367	1.160	1.207
6	9	1997	18.7	22.2	16.1	49	64	41	0	2.157	1.057	1.100
6	10	1997	18.8	23.3	14.4	55	69	43	0	2.170	1.194	0.977
6	11	1997	17.8	21.7	12.8	56	79	40	0	2.038	1.141	0.897
6	12	1997	13.6	18.9	6.7	68	90	42	14.73	1.558	1.059	0.498
6	13	1997	15.8	20	8.9	54	70	43	0	1.795	0.969	0.826
6	14	1997	18.5	23.3	13.3	59	78	45	0.25	2.130	1.257	0.873
6	15	1997	20.3	25	16.7	61	69	55	0	2.382	1.453	0.929
6	16	1997	23.6	28.3	18.9	52	64	38	0	2.913	1.515	1.398
6	17	1997	22.7	26.1	19.4	44	50	40	0	2.759	1.214	1.545
6	18	1997	22.3	27.2	18.9	44	53	37	0	2.693	1.185	1.508
6	19	1997	23.4	27.8	19.4	39	47	31	0	2.878	1.122	1.756
6	20	1997	20.8	25	16.7	46	54	36	0	2.457	1.130	1.327
6	21	1997	18.6	22.2	13.9	43	53	36	0	2.143	0.922	1.222
6	22	1997	16.6	21.7	11.1	44	58	37	0	1.889	0.831	1.058
6	23	1997	18.7	22.8	13.3	36	60	27	0	2.157	0.776	1.380
6	24	1997	21.1	25.6	17.8	25	32	20	0	2.502	0.626	1.877
6	25	1997	25.3	28.9	20	26	31	18	0	3.225	0.838	2.386
6	26	1997	21.4	26.1	17.2	29	36	18	0	2.549	0.739	1.810
6	27	1997	18.4	22.2	14.4	27	39	18	0	2.116	0.571	1.545
6	28	1997	15.2	18.3	12.2	35	49	26	0	1.727	0.605	1.123
6	29	1997	13.9	18.3	8.9	50	84	38	0	1.588	0.794	0.794
6	30	1997	10.7	14.4	6.7	71	97	51	0	1.287	0.914	0.373
7	1	1997	15.5	21.7	10	42	60	29	0	1.761	0.740	1.021
7	2	1997	19.2	25.6	11.1	41	59	22	0	2.225	0.912	1.313
7	3	1997	23.7	29.4	19.4	31	44	23	0	2.931	0.908	2.022
7	4	1997	23.8	28.9	18.9	36	45	26	0	2.948	1.061	1.887
7	5	1997	22.6	26.7	18.3	31	42	24	0	2.742	0.850	1.892
7	6	1997	23	27.8	18.9	30	39	23	0	2.809	0.843	1.967
7	7	1997	26.1	31.1	21.1	32	41	27	0	3.381	1.082	2.299
7	8	1997	27	32.8	23.3	30	38	23	0	3.565	1.070	2.496
7	9	1997	23.6	28.3	18.9	43	60	32	0	2.913	1.253	1.660
7	10	1997	20.5	25	16.7	55	67	45	0	2.412	1.326	1.085
7	11	1997	21.2	25	17.2	44	63	24	0	2.518	1.108	1.410
7	12	1997	22.1	27.2	17.2	32	36	24	0	2.660	0.851	1.809
7	13	1997	24.4	28.9	20	34	46	20	0	3.056	1.039	2.017
7	14	1997	24.9	30	20.6	34	46	24	0	3.149	1.071	2.078
7	15	1997	24.8	29.4	20.6	32	38	25	0	3.130	1.002	2.129
7	16	1997	22.4	26.1	19.4	38	45	32	0	2.709	1.029	1.680
7	17	1997	20.1	25	16.7	40	47	35	0	2.353	0.941	1.412
7	18	1997	22.1	26.7	16.1	40	49	34	0	2.660	1.064	1.596
7	19	1997	25.1	29.4	20.6	34	44	24	0	3.187	1.083	2.103
7	20	1997	25.8	30	22.2	39	51	29	0	3.322	1.296	2.026
7	21	1997	25.4	29.4	21.1	39	46	30	0	3.244	1.265	1.979
7	22	1997	22.4	26.7	19.4	30	34	26	0	2.709	0.813	1.896
7	23	1997	20.6	23.9	18.3	44	52	33	0	2.427	1.068	1.359
7	24	1997	21.8	25	17.8	41	52	25	0	2.612	1.071	1.541
7	25	1997	25	29.4	20	28	36	21	0	3.168	0.887	2.281
7	26	1997	25.4	30	21.7	30	40	21	0	3.244	0.973	2.271
7	27	1997	24.4	28.3	20	33	44	23	0	3.056	1.009	2.048
7	28	1997	24.1	29.4	20	35	44	24	0.76	3.002	1.051	1.951
7	29	1997	23.8	29.4	19.4	37	50	29	0	2.948	1.091	1.857
7	30	1997	21.7	26.7	18.9	39	44	30	0	2.596	1.012	1.584
7	31	1997	21.9	27.2	17.2	32	40	23	0	2.628	0.841	1.787
8	1	1997	22.4	27.2	18.9	27	33	19	0	2.709	0.731	1.978
8	2	1997	23.1	28.3	17.8	25	31	17	0	2.826	0.707	2.120
8	3	1997	25.5	30	20	24	29	19	0	3.263	0.783	2.480
8	4	1997	27	32.8	22.2	23	28	17	0	3.565	0.820	2.745
8	5	1997	28	33.9	23.3	19	26	15	0	3.780	0.718	3.062
8	6	1997	30.1	36.1	25.6	20	26	16	0	4.267	0.853	3.414
8	7	1997	30.4	35	26.1	20	25	16	0	4.341	0.868	3.473
8	8	1997	29.4	33.3	25	24	33	19	0	4.099	0.984	3.115
8	9	1997	22	26.1	15.6	39	67	25	0	2.644	1.031	1.613
8	10	1997	17.6	22.8	12.2	61	87	45	0	2.013	1.228	0.785
8	11	1997	20.2	23.9	13.3	52	64	41	0	2.367	1.231	1.136
8	12	1997	21.7	26.1	16.1	48	63	40	0	2.596	1.246	1.350
8	13	1997	24.2	28.3	20	38	47	28	0	3.020	1.148	1.872
8	14	1997	24.2	28.3	21.1	35	44	28	0	3.020	1.057	1.963
8	15	1997	24	28.9	20.6	36	47	29	0	2.984	1.074	1.910
8	16	1997	20.7	25	16.7	36	54	25	0	2.442	0.879	1.563
8	17	1997	19.5	23.9	16.7	42	54	33	0	2.267	0.952	1.315
8	18	1997	20.1	25	16.1	46	53	36	0	2.353	1.082	1.271
8	19	1997	19	23.3	17.2	51	67	38	2.79	2.197	1.121	1.077
8	20	1997	16.1	20.6	13.3	90	100	74	18.29	1.830	1.647	0.183
8	21	1997	20.5	25.6	16.1	55	75	40	0.25	2.412	1.326	1.085
8	22	1997	21.8	26.1	18.9	43	58	35	0	2.612	1.123	1.489
8	23	1997	17.7	20	13.9	57	92	47	0	2.025	1.154	0.871
8	24	1997	17.3	22.2	12.2	65	100	43	0	1.975	1.284	0.691
8	25	1997	18.9	23.9	13.9	49	68	36	0	2.184	1.070	1.114
8	26	1997	18.9	23.3	15	48	65	36	0	2.184	1.048	1.136
8	27	1997	19	24.4	14.4	51	64	39	0	2.197	1.121	1.077
8	28	1997	18.6	22.8	14.4	44	63	31	0	2.143	0.943	1.200
8	29	1997	20	25.6	15	41	50	27	0	2.338	0.959	1.380
8	30	1997	20.8	26.1	16.1	41	49	33	0	2.457	1.007	1.449
8	31	1997	20.1	25	17.2	44	49	34	0	2.353	1.035	1.318
9	1	1997	19.8	25	17.2	44	48	37	0	2.309	1.016	1.293
9	2	1997	-9999	-9999	-9999	-9999	-9999	-9999	-9999	29409718.514	-2940677754.248	NA
9	3	1997	-9999	-9999	-9999	-9999	-9999	-9999	-9999	29409718.514	-2940677754.248	NA
9	4	1997	25.4	28.3	20.6	35	43	30	1.27	3.244	1.135	2.109
9	5	1997	23.3	28.9	20	40	47	30	0	2.861	1.144	1.716
9	6	1997	22.1	26.7	18.9	32	43	20	0	2.660	0.851	1.809
9	7	1997	22.1	27.2	17.2	35	48	26	0	2.660	0.931	1.729
9	8	1997	22	28.3	18.9	31	35	21	0	2.644	0.820	1.824
9	9	1997	21.6	27.2	16.7	37	47	31	0	2.580	0.955	1.625
9	10	1997	17.2	21.1	13.3	54	80	44	0	1.962	1.060	0.903
9	11	1997	17.8	22.8	12.2	52	76	39	0	2.038	1.060	0.978
9	12	1997	19.4	25	15	48	57	36	0	2.253	1.081	1.171
9	13	1997	17.8	22.2	12.8	48	59	35	0	2.038	0.978	1.060
9	14	1997	11.9	17.2	7.2	78	100	55	17.27	1.393	1.087	0.307
9	15	1997	11.8	17.8	6.7	66	95	49	0	1.384	0.914	0.471
9	16	1997	16.2	22.2	10.6	41	59	26	0	1.842	0.755	1.087
9	17	1997	15.9	20	12.8	50	74	38	0	1.807	0.903	0.903
9	18	1997	15.3	18.3	12.8	71	83	53	0	1.739	1.234	0.504
9	19	1997	16.1	21.7	10.6	42	70	26	0	1.830	0.769	1.061
9	20	1997	19.8	25	14.4	27	32	21	0	2.309	0.624	1.686
9	21	1997	22.4	26.1	18.9	29	36	24	0	2.709	0.786	1.923
9	22	1997	20.9	25	18.9	32	40	20	0	2.472	0.791	1.681
9	23	1997	24.9	29.4	21.7	21	27	17	0	3.149	0.661	2.488
9	24	1997	26.5	30	22.8	21	23	19	0	3.462	0.727	2.735
9	25	1997	22.6	27.2	16.1	38	67	23	0	2.742	1.042	1.700
9	26	1997	16.7	21.7	13.9	60	87	42	0	1.901	1.141	0.760
9	27	1997	21.6	30	15	23	53	12	0.25	2.580	0.593	1.987
9	28	1997	23.1	28.3	18.9	17	23	12	0	2.826	0.481	2.346
9	29	1997	23.5	28.9	20	31	42	21	0	2.896	0.898	1.998
9	30	1997	21.6	26.7	17.8	33	44	22	0	2.580	0.851	1.729
10	1	1997	17.1	22.2	11.1	54	100	32	4.06	1.950	1.053	0.897
10	2	1997	12	17.8	7.8	79	100	47	13.97	1.403	1.108	0.295
10	3	1997	16.3	21.7	11.7	46	61	36	0	1.853	0.853	1.001
10	4	1997	16.4	21.1	12.2	54	67	42	0	1.865	1.007	0.858
10	5	1997	15.8	20.6	12.2	38	45	30	0	1.795	0.682	1.113
10	6	1997	8.2	11.7	5	64	96	37	0	1.087	0.696	0.391
10	7	1997	6.8	11.1	4.4	63	78	47	2.29	0.988	0.623	0.366
10	8	1997	5.8	6.7	5	100	100	99	39.12	0.922	0.922	0.000
10	9	1997	7.9	10.6	6.1	93	100	76	0	1.065	0.991	0.075
10	10	1997	5.1	7.2	2.2	96	100	82	0	0.878	0.843	0.035
10	11	1997	7.5	14.4	2.8	58	92	40	0.25	1.037	0.601	0.435
10	12	1997	11	17.8	5	38	53	30	0.76	1.313	0.499	0.814
10	13	1997	15.2	20	10.6	37	53	27	0.51	1.727	0.639	1.088
10	14	1997	18.6	26.7	13.3	32	43	24	6.1	2.143	0.686	1.457
10	15	1997	20.4	26.7	16.1	31	41	23	0.25	2.397	0.743	1.654
10	16	1997	20.7	26.7	16.7	23	33	14	1.02	2.442	0.562	1.880
10	17	1997	19.9	26.1	16.1	23	30	19	0	2.324	0.534	1.789
10	18	1997	18.4	23.9	15	28	37	22	0	2.116	0.593	1.524
10	19	1997	14.9	18.9	11.1	40	55	32	0	1.694	0.678	1.017
10	20	1997	16.1	22.8	11.1	34	41	26	0	1.830	0.622	1.208
10	21	1997	18.8	25.6	15	31	43	26	0	2.170	0.673	1.497
10	22	1997	15.9	20	12.8	45	64	27	0	1.807	0.813	0.994
10	23	1997	13	17.2	8.9	57	72	31	56.39	1.498	0.854	0.644
10	24	1997	9.5	15	5	25	41	15	0	1.187	0.297	0.891
10	25	1997	12.5	19.4	8.3	19	32	13	0	1.449	0.275	1.174
10	26	1997	11.3	16.1	8.3	33	39	26	0	1.339	0.442	0.897
10	27	1997	13.1	18.3	8.9	34	47	21	0	1.508	0.513	0.995
10	28	1997	11.6	16.1	8.9	39	48	28	0	1.366	0.533	0.833
10	29	1997	10.8	13.9	7.8	53	71	28	0.76	1.295	0.687	0.609
10	30	1997	12.9	17.8	10	68	89	49	0	1.488	1.012	0.476
10	31	1997	15.3	21.7	10	61	85	45	0	1.739	1.061	0.678
11	1	1997	19.8	27.2	14.4	32	50	21	0	2.309	0.739	1.570
11	2	1997	20.3	25.6	16.1	25	40	14	0	2.382	0.596	1.787
11	3	1997	18.9	25	16.7	28	38	22	0	2.184	0.611	1.572
11	4	1997	18.5	25	15.6	26	36	20	0	2.130	0.554	1.576
11	5	1997	16.8	23.3	13.3	34	47	27	0	1.913	0.651	1.263
11	6	1997	12.8	17.2	8.9	57	100	34	8.13	1.478	0.843	0.636
11	7	1997	8.7	11.1	7.2	87	100	65	0	1.125	0.979	0.146
11	8	1997	9	15	6.1	61	79	35	0	1.148	0.700	0.448
11	9	1997	10.6	13.9	8.3	40	58	28	0	1.278	0.511	0.767
11	10	1997	7.7	10.6	5.6	76	100	36	8.64	1.051	0.799	0.252
11	11	1997	5.2	6.1	4.4	100	100	100	21.34	0.885	0.885	0.000
11	12	1997	6.5	10.6	3.9	90	100	71	0	0.968	0.871	0.097
11	13	1997	4.9	5.6	3.3	97	100	81	24.64	0.866	0.840	0.026
11	14	1997	3.5	4.4	2.2	100	100	95	14.99	0.785	0.785	0.000
11	15	1997	3.7	5	2.8	94	100	71	19.3	0.796	0.748	0.048
11	16	1997	4.8	6.1	3.9	96	100	86	15.49	0.860	0.826	0.034
11	17	1997	5.4	8.3	4.4	91	100	62	10.67	0.897	0.816	0.081
11	18	1997	5	7.2	3.9	82	100	63	17.53	0.872	0.715	0.157
11	19	1997	5	5.6	3.9	100	100	100	21.08	0.872	0.872	0.000
11	20	1997	7.3	13.9	2.8	73	100	53	0	1.023	0.747	0.276
11	21	1997	8.6	12.8	6.1	65	72	54	0	1.117	0.726	0.391
11	22	1997	8.7	11.7	6.7	74	100	58	23.37	1.125	0.832	0.292
11	23	1997	8	8.9	6.1	100	100	100	50.29	1.073	1.073	0.000
11	24	1997	7.6	8.3	5.6	100	100	100	18.8	1.044	1.044	0.000
11	25	1997	7.8	13.3	3.9	82	100	55	17.53	1.058	0.868	0.190
11	26	1997	4.4	7.2	2.8	100	100	100	77.47	0.836	0.836	0.000
11	27	1997	5.1	9.4	2.8	98	100	81	1.27	0.878	0.861	0.018
11	28	1997	6.5	13.3	3.3	86	100	60	0	0.968	0.832	0.136
11	29	1997	5.6	8.3	4.4	90	100	74	0.25	0.910	0.819	0.091
11	30	1997	7.2	12.2	4.4	82	100	62	13.72	1.016	0.833	0.183
12	1	1997	8.2	12.8	6.1	50	61	37	0	1.087	0.544	0.544
12	2	1997	6.6	11.7	3.3	56	80	35	0	0.975	0.546	0.429
12	3	1997	6.2	8.3	3.9	70	78	56	0	0.948	0.664	0.284
12	4	1997	8	11.1	6.1	51	67	41	0	1.073	0.547	0.526
12	5	1997	6	9.4	4.4	85	100	43	8.13	0.935	0.795	0.140
12	6	1997	6	7.2	5.6	100	100	100	17.02	0.935	0.935	0.000
12	7	1997	4.1	6.1	0.6	100	100	100	98.3	0.819	0.819	0.000
12	8	1997	0.4	2.2	-0.6	100	100	100	1.02	0.629	0.629	0.000
12	9	1997	2.2	8.3	-1.7	65	100	41	0	0.716	0.465	0.251
12	10	1997	5.3	11.7	1.7	43	55	33	0	0.891	0.383	0.508
12	11	1997	7.4	12.2	3.3	31	42	23	0	1.030	0.319	0.711
12	12	1997	5.8	9.4	3.3	39	54	33	0	0.922	0.360	0.563
12	13	1997	8.5	12.2	6.1	25	34	16	0	1.110	0.277	0.832
12	14	1997	2.5	7.2	0	91	100	27	26.42	0.731	0.665	0.066
12	15	1997	4.1	8.3	0.6	78	100	49	0	0.819	0.639	0.180
12	16	1997	6.3	7.8	3.3	70	87	49	0	0.955	0.668	0.286
12	17	1997	5.1	6.1	3.3	100	100	99	1.78	0.878	0.878	0.000
12	18	1997	4.7	8.3	3.3	54	100	26	0	0.854	0.461	0.393
12	19	1997	7.1	15	2.8	18	24	13	0	1.009	0.182	0.827
12	20	1997	2.2	6.7	-0.6	74	100	19	1.78	0.716	0.530	0.186
12	21	1997	1.2	5.6	-1.1	54	95	37	0	0.666	0.360	0.306
12	22	1997	2.7	8.3	-2.2	25	41	13	0	0.742	0.185	0.556
12	23	1997	5.1	10.6	0.6	31	42	14	0	0.878	0.272	0.606
12	24	1997	2.5	6.1	0	40	52	28	0	0.731	0.293	0.439
12	25	1997	3.5	9.4	-1.1	26	43	16	0	0.785	0.204	0.581
12	26	1997	4.8	9.4	1.1	39	62	20	0	0.860	0.335	0.525
12	27	1997	9.1	15.6	3.3	30	50	18	0	1.156	0.347	0.809
12	28	1997	14.8	19.4	12.2	36	41	30	0	1.684	0.606	1.077
12	29	1997	13.8	22.8	10.6	37	44	31	0	1.578	0.584	0.994
12	30	1997	12.8	15.6	10.6	35	48	28	0	1.478	0.517	0.961
12	31	1997	11.3	12.8	9.4	41	49	34	0	1.339	0.549	0.790
1	1	1998	7.8	10	3.3	61	100	41	6.35	1.058	0.646	0.413
1	2	1998	4.3	5	3.3	100	100	100	74.17	0.831	0.831	0.000
1	3	1998	3.3	4.4	1.7	100	100	100	59.69	0.774	0.774	0.000
1	4	1998	0	1.1	-0.6	100	100	100	25.15	0.611	0.611	0.000
1	5	1998	1.5	8.9	-1.7	86	100	52	3.05	0.681	0.585	0.095
1	6	1998	-0.3	2.8	-1.7	80	100	62	2.03	0.598	0.478	0.120
1	7	1998	3	4.4	0.6	99	100	87	5.08	0.758	0.750	0.008
1	8	1998	5	6.7	3.3	86	100	75	0	0.872	0.750	0.122
1	9	1998	5	5.6	3.9	93	100	80	11.43	0.872	0.811	0.061
1	10	1998	5.4	6.1	5	100	100	100	54.86	0.897	0.897	0.000
1	11	1998	5.3	6.1	3.9	100	100	100	96.01	0.891	0.891	0.000
1	12	1998	5.5	7.2	2.8	100	100	100	97.79	0.903	0.903	0.000
